total_chars,char_count_std,avg_line_length,line_length_std,avg_word_length,word_length_std,avg_space_ratio,space_ratio_std,avg_font_size,font_size_std,avg_char_width,char_width_std,text_density,spacing_irregularity,font_size_variance,glyph_consistency_score,filename,label,tampering_type,doc_type
657.0,0,37.23529411764706,15.410193004726015,7.1525423728813555,10.260692743194214,0.3318112633181126,0,10.0,0.0,37.64705882352941,15.729108184848162,0.657,0,0.0,1.0,genuine/invoice_INVOICE_0001_genuine.pdf,genuine,none,invoice
657.0,0,37.23529411764706,15.410193004726015,7.1525423728813555,10.260692743194214,0.3318112633181126,0,11.529411764705882,0.6056253024110001,37.64705882352941,15.729108184848162,0.657,0,0.05248320406273641,0.9737583979686318,tampered/font_change/invoice_INVOICE_0001_tampered.pdf,tampered,font_change,invoice
658.0,0,37.294117647058826,15.468239589111592,7.169491525423729,10.264555671400693,0.331306990881459,0,10.0,0.0,37.705882352941174,15.78444769155182,0.658,0,0.0,1.0,tampered/character_replace/invoice_INVOICE_0001_tampered.pdf,tampered,character_replace,invoice
674.0,0,38.23529411764706,16.43715093304943,6.0285714285714285,9.665803386270632,0.3486646884272997,0,10.0,0.0,38.64705882352941,16.711887901485994,0.674,0,0.0,1.0,tampered/spacing_alter/invoice_INVOICE_0001_tampered.pdf,tampered,spacing_alter,invoice
657.0,0,37.23529411764706,15.410193004726015,7.1525423728813555,10.260692743194214,0.3318112633181126,0,10.0,0.0,37.64705882352941,15.729108184848162,0.657,0,0.0,1.0,tampered/embedding_mismatch/invoice_INVOICE_0001_tampered.pdf,tampered,embedding_mismatch,invoice
816.0,0,39.45,15.134315313221142,6.253164556962025,9.127047513555144,0.3700980392156863,0,10.0,0.0,39.8,15.360989551457939,0.816,0,0.0,1.0,genuine/invoice_INVOICE_0002_genuine.pdf,genuine,none,invoice
816.0,0,39.45,15.134315313221142,6.253164556962025,9.127047513555144,0.3700980392156863,0,11.45,0.5894913061275798,39.8,15.360989551457939,0.816,0,0.0514390319483054,0.9742804840258473,tampered/font_change/invoice_INVOICE_0002_tampered.pdf,tampered,font_change,invoice
818.0,0,39.55,15.21997043361123,6.2784810126582276,9.136014017231869,0.3691931540342298,0,10.0,0.0,39.9,15.44312144613258,0.818,0,0.0,1.0,tampered/character_replace/invoice_INVOICE_0002_tampered.pdf,tampered,character_replace,invoice
845.0,0,40.9,16.41615058410467,5.092783505154639,8.408491626169154,0.39171597633136096,0,10.0,0.0,41.25,16.59480340347544,0.845,0,0.0,1.0,tampered/spacing_alter/invoice_INVOICE_0002_tampered.pdf,tampered,spacing_alter,invoice
816.0,0,39.45,15.134315313221142,6.253164556962025,9.127047513555144,0.3700980392156863,0,10.0,0.0,39.8,15.360989551457939,0.816,0,0.0,1.0,tampered/embedding_mismatch/invoice_INVOICE_0002_tampered.pdf,tampered,embedding_mismatch,invoice
706.0,0,37.833333333333336,15.532224567009067,6.907692307692308,9.853891190673517,0.3385269121813031,0,10.0,0.0,38.22222222222222,15.816853021577105,0.706,0,0.0,1.0,genuine/invoice_INVOICE_0003_genuine.pdf,genuine,none,invoice
706.0,0,37.833333333333336,15.532224567009067,6.907692307692308,9.853891190673517,0.3385269121813031,0,11.5,0.6009252125773316,38.22222222222222,15.816853021577105,0.706,0,0.05220896720915131,0.9738955163954244,tampered/font_change/invoice_INVOICE_0003_tampered.pdf,tampered,font_change,invoice
708.0,0,37.94444444444444,15.636397077979534,6.938461538461539,9.861934469427888,0.3375706214689266,0,10.0,0.0,38.333333333333336,15.91644851508443,0.708,0,0.0,1.0,tampered/character_replace/invoice_INVOICE_0003_tampered.pdf,tampered,character_replace,invoice
731.0,0,39.22222222222222,16.883771154427016,5.409638554216867,8.985981243331276,0.36114911080711354,0,10.0,0.0,39.611111111111114,17.114447726633024,0.731,0,0.0,1.0,tampered/spacing_alter/invoice_INVOICE_0003_tampered.pdf,tampered,spacing_alter,invoice
706.0,0,37.833333333333336,15.532224567009067,6.907692307692308,9.853891190673517,0.3385269121813031,0,10.0,0.0,38.22222222222222,15.816853021577105,0.706,0,0.0,1.0,tampered/embedding_mismatch/invoice_INVOICE_0003_tampered.pdf,tampered,embedding_mismatch,invoice
567.0,0,28.842105263157894,7.909109723635058,6.985915492957746,6.213327243070196,0.09171075837742504,0,10.0,0.0,28.842105263157894,7.909109723635058,0.567,0,0.0,1.0,genuine/bank_statement_BANK_STATEMENT_0004_genuine.pdf,genuine,none,bank_statement
567.0,0,28.842105263157894,7.909109723635058,6.985915492957746,6.213327243070196,0.09171075837742504,0,11.210526315789474,0.5210260492953508,28.842105263157894,7.909109723635058,0.567,0,0.04643508108547148,0.9767824594572643,tampered/font_change/bank_statement_BANK_STATEMENT_0004_tampered.pdf,tampered,font_change,bank_statement
582.0,0,29.63157894736842,7.988218471538599,7.197183098591549,6.285731031493292,0.08934707903780069,0,10.0,0.0,29.63157894736842,7.988218471538599,0.582,0,0.0,1.0,tampered/character_replace/bank_statement_BANK_STATEMENT_0004_tampered.pdf,tampered,character_replace,bank_statement
602.0,0,30.68421052631579,8.052803575734533,4.679245283018868,5.636048344348748,0.14451827242524917,0,10.0,0.0,30.68421052631579,8.052803575734533,0.602,0,0.0,1.0,tampered/spacing_alter/bank_statement_BANK_STATEMENT_0004_tampered.pdf,tampered,spacing_alter,bank_statement
567.0,0,28.842105263157894,7.909109723635058,6.985915492957746,6.213327243070196,0.09171075837742504,0,10.0,0.0,28.842105263157894,7.909109723635058,0.567,0,0.0,1.0,tampered/embedding_mismatch/bank_statement_BANK_STATEMENT_0004_tampered.pdf,tampered,embedding_mismatch,bank_statement
406.0,0,26.066666666666666,9.153991236370917,7.826086956521739,6.783305426868061,0.07635467980295567,0,10.0,0.0,26.066666666666666,9.153991236370917,0.406,0,0.0,1.0,genuine/vehicle_registration_VEHICLE_REGISTRATION_0005_genuine.pdf,genuine,none,vehicle_registration
406.0,0,26.066666666666666,9.153991236370917,7.826086956521739,6.783305426868061,0.07635467980295567,0,12.0,0.0,26.066666666666666,9.153991236370917,0.406,0,0.0,1.0,tampered/font_change/vehicle_registration_VEHICLE_REGISTRATION_0005_tampered.pdf,tampered,font_change,vehicle_registration
406.0,0,26.066666666666666,9.153991236370917,7.826086956521739,6.783305426868061,0.07635467980295567,0,10.0,0.0,26.066666666666666,9.153991236370917,0.406,0,0.0,1.0,tampered/character_replace/vehicle_registration_VEHICLE_REGISTRATION_0005_tampered.pdf,tampered,character_replace,vehicle_registration
406.0,0,26.066666666666666,9.153991236370917,7.826086956521739,6.783305426868061,0.07635467980295567,0,10.0,0.0,26.066666666666666,9.153991236370917,0.406,0,0.0,1.0,tampered/spacing_alter/vehicle_registration_VEHICLE_REGISTRATION_0005_tampered.pdf,tampered,spacing_alter,vehicle_registration
406.0,0,26.066666666666666,9.153991236370917,7.826086956521739,6.783305426868061,0.07635467980295567,0,10.0,0.0,26.066666666666666,9.153991236370917,0.406,0,0.0,1.0,tampered/embedding_mismatch/vehicle_registration_VEHICLE_REGISTRATION_0005_tampered.pdf,tampered,embedding_mismatch,vehicle_registration
636.0,0,29.285714285714285,11.514557482318,7.050632911392405,6.245806155824244,0.09119496855345911,0,10.0,0.0,29.285714285714285,11.514557482318,0.636,0,0.0,1.0,genuine/legal_contract_LEGAL_CONTRACT_0006_genuine.pdf,genuine,none,legal_contract
636.0,0,29.285714285714285,11.514557482318,7.050632911392405,6.245806155824244,0.09119496855345911,0,10.714285714285714,0.9331389496316868,29.285714285714285,11.514557482318,0.636,0,0.0870117576584762,0.9564941211707619,tampered/font_change/legal_contract_LEGAL_CONTRACT_0006_tampered.pdf,tampered,font_change,legal_contract
638.0,0,29.38095238095238,11.503524058289146,7.075949367088608,6.265784426426508,0.09090909090909091,0,10.0,0.0,29.38095238095238,11.503524058289146,0.638,0,0.0,1.0,tampered/character_replace/legal_contract_LEGAL_CONTRACT_0006_tampered.pdf,tampered,character_replace,legal_contract
639.0,0,29.428571428571427,11.50391829136585,6.7926829268292686,6.199405567251548,0.09546165884194054,0,10.0,0.0,29.428571428571427,11.50391829136585,0.639,0,0.0,1.0,tampered/spacing_alter/legal_contract_LEGAL_CONTRACT_0006_tampered.pdf,tampered,spacing_alter,legal_contract
636.0,0,29.285714285714285,11.514557482318,7.050632911392405,6.245806155824244,0.09119496855345911,0,10.0,0.0,29.285714285714285,11.514557482318,0.636,0,0.0,1.0,tampered/embedding_mismatch/legal_contract_LEGAL_CONTRACT_0006_tampered.pdf,tampered,embedding_mismatch,legal_contract
642.0,0,29.571428571428573,11.704990504955074,6.925925925925926,6.17597451255251,0.09345794392523364,0,10.0,0.0,29.571428571428573,11.704990504955074,0.642,0,0.0,1.0,genuine/legal_contract_LEGAL_CONTRACT_0007_genuine.pdf,genuine,none,legal_contract
642.0,0,29.571428571428573,11.704990504955074,6.925925925925926,6.17597451255251,0.09345794392523364,0,10.714285714285714,0.9331389496316868,29.571428571428573,11.704990504955074,0.642,0,0.0870117576584762,0.9564941211707619,tampered/font_change/legal_contract_LEGAL_CONTRACT_0007_tampered.pdf,tampered,font_change,legal_contract
643.0,0,29.61904761904762,11.692391463707908,6.938271604938271,6.183102579326795,0.09331259720062209,0,10.0,0.0,29.61904761904762,11.692391463707908,0.643,0,0.0,1.0,tampered/character_replace/legal_contract_LEGAL_CONTRACT_0007_tampered.pdf,tampered,character_replace,legal_contract
645.0,0,29.714285714285715,11.678808065172117,6.678571428571429,6.1434454314096,0.09767441860465116,0,10.0,0.0,29.714285714285715,11.678808065172117,0.645,0,0.0,1.0,tampered/spacing_alter/legal_contract_LEGAL_CONTRACT_0007_tampered.pdf,tampered,spacing_alter,legal_contract
642.0,0,29.571428571428573,11.704990504955074,6.925925925925926,6.17597451255251,0.09345794392523364,0,10.0,0.0,29.571428571428573,11.704990504955074,0.642,0,0.0,1.0,tampered/embedding_mismatch/legal_contract_LEGAL_CONTRACT_0007_tampered.pdf,tampered,embedding_mismatch,legal_contract
410.0,0,26.333333333333332,9.030811456096043,7.913043478260869,6.772149125699931,0.07560975609756097,0,10.0,0.0,26.333333333333332,9.030811456096043,0.41,0,0.0,1.0,genuine/vehicle_registration_VEHICLE_REGISTRATION_0008_genuine.pdf,genuine,none,vehicle_registration
410.0,0,26.333333333333332,9.030811456096043,7.913043478260869,6.772149125699931,0.07560975609756097,0,12.0,0.0,26.333333333333332,9.030811456096043,0.41,0,0.0,1.0,tampered/font_change/vehicle_registration_VEHICLE_REGISTRATION_0008_tampered.pdf,tampered,font_change,vehicle_registration
410.0,0,26.333333333333332,9.030811456096043,7.913043478260869,6.772149125699931,0.07560975609756097,0,10.0,0.0,26.333333333333332,9.030811456096043,0.41,0,0.0,1.0,tampered/character_replace/vehicle_registration_VEHICLE_REGISTRATION_0008_tampered.pdf,tampered,character_replace,vehicle_registration
410.0,0,26.333333333333332,9.030811456096043,7.913043478260869,6.772149125699931,0.07560975609756097,0,10.0,0.0,26.333333333333332,9.030811456096043,0.41,0,0.0,1.0,tampered/spacing_alter/vehicle_registration_VEHICLE_REGISTRATION_0008_tampered.pdf,tampered,spacing_alter,vehicle_registration
410.0,0,26.333333333333332,9.030811456096043,7.913043478260869,6.772149125699931,0.07560975609756097,0,10.0,0.0,26.333333333333332,9.030811456096043,0.41,0,0.0,1.0,tampered/embedding_mismatch/vehicle_registration_VEHICLE_REGISTRATION_0008_tampered.pdf,tampered,embedding_mismatch,vehicle_registration
